"col0","col1","col2","col3","col4","col5","col6"
"data",1,8,165,165,"decode_usascii","/home/runner/work/vim/vim/src/libvterm/src/encoding.c"
"data",1,8,191,191,"decode_table","/home/runner/work/vim/vim/src/libvterm/src/encoding.c"
"data",2,3,411,411,"toolbar_button_focus_in_event","/home/runner/work/vim/vim/src/gui_gtk.c"
"data",2,3,463,463,"balloon_draw_event_cb","/home/runner/work/vim/vim/src/gui_beval.c"
"data",2,3,501,501,"im_commit_cb","/home/runner/work/vim/vim/src/gui_xim.c"
"data",2,3,847,847,"property_event","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"data",2,3,874,874,"gtk_settings_xft_dpi_changed_cb","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"data",2,3,1022,1022,"enter_notify_event","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"data",2,3,1037,1037,"leave_notify_event","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"data",2,3,1048,1048,"focus_in_event","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"data",2,3,1066,1066,"focus_out_event","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"data",2,3,1173,1173,"key_press_event","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"data",2,3,1368,1368,"key_release_event","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"data",2,3,1933,1933,"motion_notify_event","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"data",2,3,1962,1962,"button_press_event","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"data",2,3,2033,2033,"scroll_event","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"data",2,3,2148,2148,"button_release_event","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"data",2,3,2649,2649,"global_event_filter","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"data",2,3,2844,2844,"mainwin_screen_changed_cb","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"data",2,3,2989,2989,"drawarea_configure_event_cb","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"data",2,3,3053,3053,"delete_event_cb","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"data",2,3,4279,4279,"form_configure_event","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"data",2,3,5027,5027,"font_filter","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"data",3,4,3470,3470,"on_select_tab","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"data",3,4,3485,3485,"on_tab_reordered","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"f",0,1,143,143,"initmaster","/home/runner/work/vim/vim/src/pty.c"
"event",1,3,410,410,"toolbar_button_focus_in_event","/home/runner/work/vim/vim/src/gui_gtk.c"
"event",1,3,1021,1021,"enter_notify_event","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"event",1,3,1036,1036,"leave_notify_event","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"event",1,3,1047,1047,"focus_in_event","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"event",1,3,1065,1065,"focus_out_event","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"event",1,3,2648,2648,"global_event_filter","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"event",1,3,3052,3052,"delete_event_cb","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"group",6,7,2632,2632,"clip_wl_fs_keyboard_listener_modifiers","/home/runner/work/vim/vim/src/clipboard.c"
"winnr",0,1,58,58,"win_find_nr","/home/runner/work/vim/vim/src/proto/window.pro"
"target",2,3,1730,1730,"clip_x11_notify_cb","/home/runner/work/vim/vim/src/clipboard.c"
"cmd",2,4,421,421,"item_exists","/home/runner/work/vim/vim/src/vim9compile.c"
"beval",0,1,3,3,"gui_mch_destroy_beval_area","/home/runner/work/vim/vim/src/proto/gui_beval.pro"
"beval",0,1,8,8,"gui_mch_unpost_balloon","/home/runner/work/vim/vim/src/proto/gui_beval.pro"
"last",4,5,116,116,"crypt_zip_encode","/home/runner/work/vim/vim/src/crypt_zip.c"
"last",4,5,140,140,"crypt_zip_decode","/home/runner/work/vim/vim/src/crypt_zip.c"
"last",4,5,604,604,"crypt_blowfish_encode","/home/runner/work/vim/vim/src/blowfish.c"
"last",4,5,628,628,"crypt_blowfish_decode","/home/runner/work/vim/vim/src/blowfish.c"
"cookie",1,2,3268,3268,"found_tagfile_cb","/home/runner/work/vim/vim/src/tag.c"
"cookie",1,4,3056,3056,"getexline","/home/runner/work/vim/vim/src/ex_getln.c"
"cookie",1,4,3076,3076,"getexmodeline","/home/runner/work/vim/vim/src/ex_getln.c"
"cookie",1,4,4217,4217,"getcmdkeycmd","/home/runner/work/vim/vim/src/getchar.c"
"cookie",4,5,2123,2123,"do_unlet_var","/home/runner/work/vim/vim/src/evalvars.c"
"cookie",4,5,2290,2290,"do_lock_var","/home/runner/work/vim/vim/src/evalvars.c"
"indent",2,4,949,949,"exarg_getline","/home/runner/work/vim/vim/src/vim9compile.c"
"indent",2,4,1998,1998,"get_split_sourceline","/home/runner/work/vim/vim/src/vim9execute.c"
"indent",2,4,2459,2459,"getsourceline","/home/runner/work/vim/vim/src/scriptfile.c"
"indent",2,4,2701,2701,"getnextac","/home/runner/work/vim/vim/src/autocmd.c"
"indent",2,4,4218,4218,"getcmdkeycmd","/home/runner/work/vim/vim/src/getchar.c"
"indent",2,4,4690,4690,"get_list_line","/home/runner/work/vim/vim/src/evalfunc.c"
"indent",2,4,7032,7032,"get_func_line","/home/runner/work/vim/vim/src/userfunc.c"
"options",1,2,4898,4898,"mch_call_shell_terminal","/home/runner/work/vim/vim/src/os_unix.c"
"options",3,4,950,950,"exarg_getline","/home/runner/work/vim/vim/src/vim9compile.c"
"options",3,4,1999,1999,"get_split_sourceline","/home/runner/work/vim/vim/src/vim9execute.c"
"options",3,4,2702,2702,"getnextac","/home/runner/work/vim/vim/src/autocmd.c"
"options",3,4,3078,3078,"getexmodeline","/home/runner/work/vim/vim/src/ex_getln.c"
"options",3,4,4691,4691,"get_list_line","/home/runner/work/vim/vim/src/evalfunc.c"
"options",3,4,7033,7033,"get_func_line","/home/runner/work/vim/vim/src/userfunc.c"
"w",0,2,1721,1721,"clip_x11_lose_ownership_cb","/home/runner/work/vim/vim/src/clipboard.c"
"w",0,3,1730,1730,"clip_x11_notify_cb","/home/runner/work/vim/vim/src/clipboard.c"
"w",0,7,1592,1592,"clip_x11_convert_selection_cb","/home/runner/work/vim/vim/src/clipboard.c"
"w",0,7,1795,1795,"clip_x11_request_selection_cb","/home/runner/work/vim/vim/src/clipboard.c"
"item",0,2,3367,3367,"tabline_menu_handler","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"dummy",3,4,3642,3642,"lookup_scriptitem","/home/runner/work/vim/vim/src/evalvars.c"
"ffname",1,4,4655,4655,"makeswapname","/home/runner/work/vim/vim/src/memline.c"
"device",1,2,1178,1178,"ext_data_control_device_v1_listener_event_finished","/home/runner/work/vim/vim/src/wayland.c"
"device",1,2,1179,1179,"zwlr_data_control_device_v1_listener_event_finished","/home/runner/work/vim/vim/src/wayland.c"
"device",1,3,1148,1149,"ext_data_control_device_v1_listener_event_data_offer","/home/runner/work/vim/vim/src/wayland.c"
"device",1,3,1150,1151,"zwlr_data_control_device_v1_listener_event_data_offer","/home/runner/work/vim/vim/src/wayland.c"
"device",1,3,1153,1153,"wl_data_device_listener_event_data_offer","/home/runner/work/vim/vim/src/wayland.c"
"device",1,3,1154,1155,"zwp_primary_selection_device_v1_listener_event_data_offer","/home/runner/work/vim/vim/src/wayland.c"
"device",1,3,1158,1160,"ext_data_control_device_v1_listener_event_selection","/home/runner/work/vim/vim/src/wayland.c"
"device",1,3,1161,1163,"zwlr_data_control_device_v1_listener_event_selection","/home/runner/work/vim/vim/src/wayland.c"
"device",1,3,1164,1166,"ext_data_control_device_v1_listener_event_primary_selection","/home/runner/work/vim/vim/src/wayland.c"
"device",1,3,1167,1169,"zwlr_data_control_device_v1_listener_event_primary_selection","/home/runner/work/vim/vim/src/wayland.c"
"device",1,3,1171,1173,"wl_data_device_listener_event_selection","/home/runner/work/vim/vim/src/wayland.c"
"device",1,3,1174,1175,"zwp_primary_selection_device_v1_listener_event_primary_selection","/home/runner/work/vim/vim/src/wayland.c"
"device",1,3,2790,2790,"vwl_data_device_listener_event_data_offer","/home/runner/work/vim/vim/src/clipboard.c"
"device",1,4,2800,2800,"vwl_data_device_listener_event_selection","/home/runner/work/vim/vim/src/clipboard.c"
"save_curbuf",0,1,24,24,"restore_buffer","/home/runner/work/vim/vim/src/proto/evalbuffer.pro"
"save_curbuf",0,2,23,23,"switch_buffer","/home/runner/work/vim/vim/src/proto/evalbuffer.pro"
"save_curbuf",1,2,26,26,"restore_win_for_buf","/home/runner/work/vim/vim/src/proto/evalbuffer.pro"
"save_curbuf",2,3,25,25,"switch_to_win_for_buf","/home/runner/work/vim/vim/src/proto/evalbuffer.pro"
"leader",0,6,4811,4811,"parse_csi","/home/runner/work/vim/vim/src/terminal.c"
"maxlen",2,6,2820,2820,"write_reg_contents_lst","/home/runner/work/vim/vim/src/register.c"
"stp",1,2,46,46,"vim_stat","/home/runner/work/vim/vim/src/proto/misc2.pro"
"matches",2,3,52,52,"expand_set_completeslash","/home/runner/work/vim/vim/src/proto/optionstr.pro"
"matches",2,3,185,185,"expand_set_termwintype","/home/runner/work/vim/vim/src/proto/optionstr.pro"
"icon",1,2,4873,4873,"gui_mch_settitle","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"copyID",1,2,5,5,"set_ref_in_dict","/home/runner/work/vim/vim/src/proto/gc.pro"
"ret_in",0,2,35,35,"channel_poll_check","/home/runner/work/vim/vim/src/proto/channel.pro"
"timeout",2,3,103,103,"socket_server_read_reply","/home/runner/work/vim/vim/src/proto/os_unix.pro"
"timeout",5,7,102,102,"socket_server_send","/home/runner/work/vim/vim/src/proto/os_unix.pro"
"path",1,5,58,58,"dos_expandpath","/home/runner/work/vim/vim/src/proto/filepath.pro"
"filename",0,1,3,3,"write_session_file","/home/runner/work/vim/vim/src/proto/session.pro"
"menu",0,1,11,11,"menu_is_child_of_popup","/home/runner/work/vim/vim/src/proto/menu.pro"
"menu",0,5,1967,1967,"popup_menu_position_func","/home/runner/work/vim/vim/src/gui_gtk.c"
"keys",4,5,2643,2643,"clip_wl_fs_keyboard_listener_enter","/home/runner/work/vim/vim/src/clipboard.c"
"op",2,3,2620,2620,"tv_op_string","/home/runner/work/vim/vim/src/eval.c"
"numMatches",1,3,52,52,"expand_set_completeslash","/home/runner/work/vim/vim/src/proto/optionstr.pro"
"numMatches",1,3,185,185,"expand_set_termwintype","/home/runner/work/vim/vim/src/proto/optionstr.pro"
"context",0,2,594,594,"im_preedit_start_cb","/home/runner/work/vim/vim/src/gui_xim.c"
"context",0,2,610,610,"im_preedit_end_cb","/home/runner/work/vim/vim/src/gui_xim.c"
"context",0,3,499,499,"im_commit_cb","/home/runner/work/vim/vim/src/gui_xim.c"
"context",2,3,275,275,"arg_any","/home/runner/work/vim/vim/src/evalfunc.c"
"keep",1,2,5319,5319,"vim_tempname","/home/runner/work/vim/vim/src/fileio.c"
"client",0,2,105,105,"socket_server_send_reply","/home/runner/work/vim/vim/src/proto/os_unix.pro"
"client",0,3,103,103,"socket_server_read_reply","/home/runner/work/vim/vim/src/proto/os_unix.pro"
"enable",0,1,892,892,"gui_mch_toggle_tearoffs","/home/runner/work/vim/vim/src/gui_gtk.c"
"callback_data",2,3,154,154,"vwl_callback_event_done","/home/runner/work/vim/vim/src/wayland.c"
"clientData",1,4,8738,8738,"xsmp_ice_connection","/home/runner/work/vim/vim/src/os_unix.c"
"unused1",0,3,457,457,"messageFromServerGtk3","/home/runner/work/vim/vim/src/channel.c"
"unused2",1,3,458,458,"messageFromServerGtk3","/home/runner/work/vim/vim/src/channel.c"
"serial",2,4,2632,2632,"clip_wl_fs_keyboard_listener_leave","/home/runner/work/vim/vim/src/clipboard.c"
"serial",2,6,2632,2632,"clip_wl_fs_keyboard_listener_key","/home/runner/work/vim/vim/src/clipboard.c"
"serial",2,7,2632,2632,"clip_wl_fs_keyboard_listener_modifiers","/home/runner/work/vim/vim/src/clipboard.c"
"revents",0,1,11,11,"wayland_poll_check","/home/runner/work/vim/vim/src/proto/wayland.pro"
"surface",3,4,2632,2632,"clip_wl_fs_keyboard_listener_leave","/home/runner/work/vim/vim/src/clipboard.c"
"surface",3,5,2642,2642,"clip_wl_fs_keyboard_listener_enter","/home/runner/work/vim/vim/src/clipboard.c"
"registry",1,3,384,384,"wl_registry_listener_event_global_remove","/home/runner/work/vim/vim/src/wayland.c"
"cbd",0,1,20,20,"clip_gen_owner_exists","/home/runner/work/vim/vim/src/proto/clipboard.pro"
"cbd",0,1,71,71,"clip_gtk_owner_exists","/home/runner/work/vim/vim/src/proto/gui_gtk_x11.pro"
"cbd",0,1,2027,2027,"clip_x11_set_selection","/home/runner/work/vim/vim/src/clipboard.c"
"cbd",0,1,3409,3409,"clip_wl_set_selection","/home/runner/work/vim/vim/src/clipboard.c"
"cbd",0,1,7095,7095,"clip_mch_set_selection","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"enc",0,2,20,20,"init_utf8","/home/runner/work/vim/vim/src/libvterm/src/encoding.c"
"enc",0,8,28,28,"decode_utf8","/home/runner/work/vim/vim/src/libvterm/src/encoding.c"
"enc",0,8,165,165,"decode_usascii","/home/runner/work/vim/vim/src/libvterm/src/encoding.c"
"deep",3,5,113,113,"compile_unlet","/home/runner/work/vim/vim/src/vim9cmds.c"
"deep",3,5,2122,2122,"do_unlet_var","/home/runner/work/vim/vim/src/evalvars.c"
"keyboard",1,4,2632,2632,"clip_wl_fs_keyboard_listener_repeat_info","/home/runner/work/vim/vim/src/clipboard.c"
"keyboard",1,4,2632,2632,"clip_wl_fs_keyboard_listener_leave","/home/runner/work/vim/vim/src/clipboard.c"
"keyboard",1,5,2632,2632,"clip_wl_fs_keyboard_listener_keymap","/home/runner/work/vim/vim/src/clipboard.c"
"keyboard",1,5,2640,2640,"clip_wl_fs_keyboard_listener_enter","/home/runner/work/vim/vim/src/clipboard.c"
"keyboard",1,6,2632,2632,"clip_wl_fs_keyboard_listener_key","/home/runner/work/vim/vim/src/clipboard.c"
"keyboard",1,7,2632,2632,"clip_wl_fs_keyboard_listener_modifiers","/home/runner/work/vim/vim/src/clipboard.c"
"rate",2,4,2632,2632,"clip_wl_fs_keyboard_listener_repeat_info","/home/runner/work/vim/vim/src/clipboard.c"
"delay",3,4,2632,2632,"clip_wl_fs_keyboard_listener_repeat_info","/home/runner/work/vim/vim/src/clipboard.c"
"mods_depressed",3,7,2632,2632,"clip_wl_fs_keyboard_listener_modifiers","/home/runner/work/vim/vim/src/clipboard.c"
"mods_latched",4,7,2632,2632,"clip_wl_fs_keyboard_listener_modifiers","/home/runner/work/vim/vim/src/clipboard.c"
"mods_locked",5,7,2632,2632,"clip_wl_fs_keyboard_listener_modifiers","/home/runner/work/vim/vim/src/clipboard.c"
"dpy",0,1,1908,1908,"x_IOerror_check","/home/runner/work/vim/vim/src/os_unix.c"
"dpy",0,1,1924,1924,"x_IOerror_handler","/home/runner/work/vim/vim/src/os_unix.c"
"dpy",0,2,1525,1525,"x_error_check","/home/runner/work/vim/vim/src/if_xcmdsrv.c"
"dpy",0,2,1864,1864,"x_error_check","/home/runner/work/vim/vim/src/os_unix.c"
"cont",3,4,1744,1744,"clip_x11_timestamp_cb","/home/runner/work/vim/vim/src/clipboard.c"
"bufp",0,1,2813,2813,"netbeans_unmodified","/home/runner/work/vim/vim/src/netbeans.c"
"direction",6,7,4829,4829,"gui_mch_set_shellsize","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"face",1,3,5026,5026,"font_filter","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"max_off",1,2,1744,1744,"latin_off2cells","/home/runner/work/vim/vim/src/mbyte.c"
"fontset",1,2,906,906,"gui_init_font","/home/runner/work/vim/vim/src/gui.c"
"fontset",1,2,5264,5264,"gui_mch_init_font","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"verbose",0,1,2,2,"sodium_enabled","/home/runner/work/vim/vim/src/proto/crypt.pro"
"verbose",0,1,80,80,"iconv_enabled","/home/runner/work/vim/vim/src/proto/mbyte.pro"
"verbose",3,4,3133,3133,"class_object_index","/home/runner/work/vim/vim/src/vim9class.c"
"time_",2,4,1415,1415,"selection_received_cb","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"time_",3,5,1526,1526,"selection_get_cb","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"base_height",5,7,4828,4828,"gui_mch_set_shellsize","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"base_width",4,7,4828,4828,"gui_mch_set_shellsize","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"min_height",3,7,4827,4827,"gui_mch_set_shellsize","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"min_width",2,7,4827,4827,"gui_mch_set_shellsize","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"switchwin",0,2,26,26,"restore_win_for_buf","/home/runner/work/vim/vim/src/proto/evalbuffer.pro"
"switchwin",1,3,25,25,"switch_to_win_for_buf","/home/runner/work/vim/vim/src/proto/evalbuffer.pro"
"numval",1,5,99,99,"get_option_value_strict","/home/runner/work/vim/vim/src/proto/option.pro"
"rc",0,1,4714,4714,"gui_mch_exit","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"yank_type",4,5,2762,2762,"init_write_reg","/home/runner/work/vim/vim/src/register.c"
"opt_type",1,2,100,100,"option_iter_next","/home/runner/work/vim/vim/src/proto/option.pro"
"opt_type",3,5,99,99,"get_option_value_strict","/home/runner/work/vim/vim/src/proto/option.pro"
"stringval",2,5,99,99,"get_option_value_strict","/home/runner/work/vim/vim/src/proto/option.pro"
"widget",0,2,682,682,"menu_item_activate","/home/runner/work/vim/vim/src/gui_gtk.c"
"widget",0,2,688,688,"menu_item_select","/home/runner/work/vim/vim/src/gui_gtk.c"
"widget",0,2,867,867,"form_child_map","/home/runner/work/vim/vim/src/gui_gtk_f.c"
"widget",0,2,878,878,"form_child_unmap","/home/runner/work/vim/vim/src/gui_gtk_f.c"
"widget",0,2,2594,2594,"find_replace_cb","/home/runner/work/vim/vim/src/gui_gtk.c"
"widget",0,2,2635,2635,"entry_activate_cb","/home/runner/work/vim/vim/src/gui_gtk.c"
"widget",0,2,2728,2728,"mainwin_realize","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"widget",0,2,2931,2931,"drawarea_unrealize_cb","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"widget",0,2,2973,2973,"drawarea_style_updated_cb","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"widget",0,3,344,344,"mainwin_event_cb","/home/runner/work/vim/vim/src/gui_beval.c"
"widget",0,3,409,409,"toolbar_button_focus_in_event","/home/runner/work/vim/vim/src/gui_gtk.c"
"widget",0,3,747,747,"draw_event","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"widget",0,3,1020,1020,"enter_notify_event","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"widget",0,3,1035,1035,"leave_notify_event","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"widget",0,3,1064,1064,"focus_out_event","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"widget",0,3,1171,1171,"key_press_event","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"widget",0,3,1366,1366,"key_release_event","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"widget",0,3,1393,1393,"selection_clear_event","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"widget",0,3,2079,2079,"find_key_press_event","/home/runner/work/vim/vim/src/gui_gtk.c"
"widget",0,3,2146,2146,"button_release_event","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"widget",0,3,3051,3051,"delete_event_cb","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"widget",0,3,4277,4277,"form_configure_event","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"widget",0,4,1413,1413,"selection_received_cb","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"widget",0,5,1523,1523,"selection_get_cb","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"stock_id",0,2,2104,2104,"create_image_button","/home/runner/work/vim/vim/src/gui_gtk.c"
"argtypes",1,3,1397,1397,"ret_void","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1404,1404,"ret_any","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1411,1411,"ret_bool","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1418,1418,"ret_number_bool","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1425,1425,"ret_number","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1432,1432,"ret_float","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1439,1439,"ret_string","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1446,1446,"ret_list_any","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1453,1453,"ret_list_number","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1461,1461,"ret_list_string","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1469,1469,"ret_list_dict_any","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1477,1477,"ret_list_items","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1485,1485,"ret_list_string_items","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1493,1493,"ret_list_regionpos","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1501,1501,"ret_tuple_any","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1508,1508,"ret_dict_any","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1515,1515,"ret_job_info","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1527,1527,"ret_dict_number","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1534,1534,"ret_dict_string","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1541,1541,"ret_blob","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1548,1548,"ret_func_any","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1555,1555,"ret_func_unknown","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1562,1562,"ret_channel","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1569,1569,"ret_job","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1688,1688,"ret_getline","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1699,1699,"ret_finddir","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1737,1737,"ret_list_or_dict_0","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1752,1752,"ret_list_or_dict_1","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1763,1763,"ret_argv","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1829,1829,"ret_getreg","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1843,1843,"ret_virtcol","/home/runner/work/vim/vim/src/evalfunc.c"
"argtypes",1,3,1857,1857,"ret_maparg","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,274,274,"arg_any","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,284,284,"arg_float_or_nr","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,298,298,"arg_number","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,307,307,"arg_object","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,320,320,"arg_dict_any","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,329,329,"arg_list_any","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,340,340,"arg_list_any_mod","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,350,350,"arg_list_number","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,359,359,"arg_list_string","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,368,368,"arg_tuple_any","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,377,377,"arg_string","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,386,386,"arg_blob","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,395,395,"arg_bool","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,404,404,"arg_bool_or_nr","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,418,418,"arg_list_or_blob","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,448,448,"arg_list_or_tuple","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,466,466,"arg_list_or_tuple_or_blob","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,482,482,"arg_string_or_nr","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,496,496,"arg_buffer","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,512,512,"arg_buffer_or_dict_any","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,528,528,"arg_lnum","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,544,544,"arg_string_or_list_string","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,569,569,"arg_string_or_list_any","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,586,586,"arg_string_or_dict_any","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,603,603,"arg_string_or_blob","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,618,618,"arg_list_or_dict","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,648,648,"arg_list_or_tuple_or_dict","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,667,667,"arg_list_or_dict_or_blob_mod","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,685,685,"arg_list_or_dict_or_blob_or_string","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,720,720,"arg_list_tuple_dict_blob_or_string","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,820,820,"arg_filter_func","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,837,837,"arg_map_func","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,854,854,"arg_foreach_func","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,871,871,"arg_sort_how","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,913,913,"arg_string_or_func","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,932,932,"varargs_class","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,953,953,"arg_string_list_tuple_or_blob","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,981,981,"arg_job","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,990,990,"arg_chan_or_job","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,1005,1005,"arg_same_as_prev","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,1020,1020,"arg_same_struct_as_prev","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,1035,1035,"arg_item_of_prev","/home/runner/work/vim/vim/src/evalfunc.c"
