"col0","col1","col2","col3","col4","col5","col6"
"decl_type",1,3,1057,1057,"arg_str_or_nr_or_list","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,1075,1075,"arg_dict_any_or_string","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,1107,1107,"arg_get1","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,1127,1127,"arg_len1","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,1164,1164,"arg_repeat1","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,1183,1183,"arg_slice1","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,1203,1203,"arg_string_list_tuple_or_dict","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",1,3,1223,1223,"arg_cursor1","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",2,3,1398,1398,"ret_void","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",2,3,1405,1405,"ret_any","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",2,3,1412,1412,"ret_bool","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",2,3,1419,1419,"ret_number_bool","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",2,3,1426,1426,"ret_number","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",2,3,1433,1433,"ret_float","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",2,3,1440,1440,"ret_string","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",2,3,1447,1447,"ret_list_any","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",2,3,1502,1502,"ret_tuple_any","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",2,3,1509,1509,"ret_dict_any","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",2,3,1528,1528,"ret_dict_number","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",2,3,1535,1535,"ret_dict_string","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",2,3,1542,1542,"ret_blob","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",2,3,1549,1549,"ret_func_any","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",2,3,1556,1556,"ret_func_unknown","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",2,3,1563,1563,"ret_channel","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",2,3,1570,1570,"ret_job","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",2,3,1660,1660,"ret_repeat","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",2,3,1672,1672,"ret_first_cont","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",2,3,1700,1700,"ret_finddir","/home/runner/work/vim/vim/src/evalfunc.c"
"decl_type",2,3,1858,1858,"ret_maparg","/home/runner/work/vim/vim/src/evalfunc.c"
"tooltip",3,7,3162,3162,"addsigntype","/home/runner/work/vim/vim/src/netbeans.c"
"page",1,4,3468,3468,"on_select_tab","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"page",1,4,3483,3483,"on_tab_reordered","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"option",0,2,100,100,"option_iter_next","/home/runner/work/vim/vim/src/proto/option.pro"
"promptc",0,4,4216,4216,"getcmdkeycmd","/home/runner/work/vim/vim/src/getchar.c"
"notebook",0,4,3467,3467,"on_select_tab","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"notebook",0,4,3482,3482,"on_tab_reordered","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"no_bslash",3,4,5648,5648,"file_pat_to_reg_pat","/home/runner/work/vim/vim/src/fileio.c"
"do_concat",3,4,1639,1639,"getcmdline","/home/runner/work/vim/vim/src/ex_getln.c"
"do_concat",3,4,4219,4219,"getcmdkeycmd","/home/runner/work/vim/vim/src/getchar.c"
"wildoff",2,5,58,58,"dos_expandpath","/home/runner/work/vim/vim/src/proto/filepath.pro"
"didstar",4,5,58,58,"dos_expandpath","/home/runner/work/vim/vim/src/proto/filepath.pro"
"push_in",3,5,1969,1969,"popup_menu_position_func","/home/runner/work/vim/vim/src/gui_gtk.c"
"client_data",1,2,8621,8621,"xsmp_handle_interaction","/home/runner/work/vim/vim/src/os_unix.c"
"client_data",1,2,8695,8695,"xsmp_die","/home/runner/work/vim/vim/src/os_unix.c"
"client_data",1,2,8710,8710,"xsmp_save_complete","/home/runner/work/vim/vim/src/os_unix.c"
"client_data",1,2,8723,8723,"xsmp_shutdown_cancelled","/home/runner/work/vim/vim/src/os_unix.c"
"log_domain",0,4,2686,2686,"recent_func_log_func","/home/runner/work/vim/vim/src/gui_gtk.c"
"log_level",1,4,2687,2687,"recent_func_log_func","/home/runner/work/vim/vim/src/gui_gtk.c"
"interrupted",1,3,2972,2972,"gui_wait_for_chars_3","/home/runner/work/vim/vim/src/gui.c"
"ignore_input",2,3,2973,2973,"gui_wait_for_chars_3","/home/runner/work/vim/vim/src/gui.c"
"ex_cmd",6,7,1782,1782,"gui_mch_dialog","/home/runner/work/vim/vim/src/gui_gtk.c"
"total_width",0,1,1429,1429,"gui_position_components","/home/runner/work/vim/vim/src/gui.c"
"include_internals",1,4,643,643,"form_forall","/home/runner/work/vim/vim/src/gui_gtk_f.c"
"interact_style",4,6,8659,8659,"xsmp_handle_save_yourself","/home/runner/work/vim/vim/src/os_unix.c"
"save_type",2,6,8657,8657,"xsmp_handle_save_yourself","/home/runner/work/vim/vim/src/os_unix.c"
"gtk_settings",0,3,872,872,"gtk_settings_xft_dpi_changed_cb","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"previous_screen",1,3,2843,2843,"mainwin_screen_changed_cb","/home/runner/work/vim/vim/src/gui_gtk_x11.c"
"do_menu",3,6,2365,2365,"hl_do_font","/home/runner/work/vim/vim/src/highlight.c"
"do_tooltip",4,6,2366,2366,"hl_do_font","/home/runner/work/vim/vim/src/highlight.c"
"sigarg",0,1,1059,1059,"sig_winch","/home/runner/work/vim/vim/src/os_unix.c"
"sigarg",0,1,1090,1090,"catch_sigint","/home/runner/work/vim/vim/src/os_unix.c"
"sigarg",0,1,1100,1100,"catch_sigusr1","/home/runner/work/vim/vim/src/os_unix.c"
"sigarg",0,1,1110,1110,"catch_sigpwr","/home/runner/work/vim/vim/src/os_unix.c"
"sigarg",0,1,1407,1407,"sigcont_handler","/home/runner/work/vim/vim/src/os_unix.c"
"sigarg",0,1,2205,2205,"sig_handler","/home/runner/work/vim/vim/src/if_cscope.c"
"qi",0,3,8133,8133,"qf_setprop_qftf","/home/runner/work/vim/vim/src/quickfix.c"
"error_event",1,2,1525,1525,"x_error_check","/home/runner/work/vim/vim/src/if_xcmdsrv.c"
"error_event",1,2,1864,1864,"x_error_check","/home/runner/work/vim/vim/src/os_unix.c"
"do_colors",7,9,1290,1290,"highlight_set_guifg","/home/runner/work/vim/vim/src/highlight.c"
"do_colors",7,9,1373,1373,"highlight_set_guibg","/home/runner/work/vim/vim/src/highlight.c"
"is_menu_group",2,9,1285,1285,"highlight_set_guifg","/home/runner/work/vim/vim/src/highlight.c"
"is_menu_group",2,9,1368,1368,"highlight_set_guibg","/home/runner/work/vim/vim/src/highlight.c"
"is_tooltip_group",4,9,1287,1287,"highlight_set_guifg","/home/runner/work/vim/vim/src/highlight.c"
"is_tooltip_group",4,9,1370,1370,"highlight_set_guibg","/home/runner/work/vim/vim/src/highlight.c"
"is_scrollbar_group",3,9,1286,1286,"highlight_set_guifg","/home/runner/work/vim/vim/src/highlight.c"
"is_scrollbar_group",3,9,1369,1369,"highlight_set_guibg","/home/runner/work/vim/vim/src/highlight.c"
"is_titlebar_group",5,9,1288,1288,"highlight_set_guifg","/home/runner/work/vim/vim/src/highlight.c"
"is_titlebar_group",5,9,1371,1371,"highlight_set_guibg","/home/runner/work/vim/vim/src/highlight.c"
"is_titlebarnc_group",6,9,1289,1289,"highlight_set_guifg","/home/runner/work/vim/vim/src/highlight.c"
"is_titlebarnc_group",6,9,1372,1372,"highlight_set_guibg","/home/runner/work/vim/vim/src/highlight.c"
"sender",0,2,104,104,"socket_server_peek_reply","/home/runner/work/vim/vim/src/proto/os_unix.pro"
"receiver",3,7,102,102,"socket_server_send","/home/runner/work/vim/vim/src/proto/os_unix.pro"
"is_expr",4,7,102,102,"socket_server_send","/home/runner/work/vim/vim/src/proto/os_unix.pro"
"special",0,1,648,648,"mch_total_mem","/home/runner/work/vim/vim/src/os_unix.c"
"cap",0,1,2028,2028,"nv_nop","/home/runner/work/vim/vim/src/normal.c"
"cap",0,1,7564,7564,"nv_drop","/home/runner/work/vim/vim/src/normal.c"
"intermed",3,6,4814,4814,"parse_csi","/home/runner/work/vim/vim/src/terminal.c"
"check",1,2,59,59,"get_expanded_name","/home/runner/work/vim/vim/src/proto/userfunc.pro"
"cb_free",1,3,6,6,"register_cfunc","/home/runner/work/vim/vim/src/proto/userfunc.pro"
"first_win",1,2,103,103,"get_win_number","/home/runner/work/vim/vim/src/proto/window.pro"
"fds_in",1,2,35,35,"channel_poll_check","/home/runner/work/vim/vim/src/proto/channel.pro"
"fds_in",1,3,34,34,"channel_poll_setup","/home/runner/work/vim/vim/src/proto/channel.pro"
"nfd_in",0,3,34,34,"channel_poll_setup","/home/runner/work/vim/vim/src/proto/channel.pro"
"towait",2,3,34,34,"channel_poll_setup","/home/runner/work/vim/vim/src/proto/channel.pro"
"oldpos",1,4,3279,3279,"handle_movecursor","/home/runner/work/vim/vim/src/terminal.c"
"selective",1,3,308,308,"erase_user","/home/runner/work/vim/vim/src/libvterm/src/screen.c"
"new_x",0,2,14,14,"netbeans_frame_moved","/home/runner/work/vim/vim/src/proto/netbeans.pro"
"new_y",1,2,14,14,"netbeans_frame_moved","/home/runner/work/vim/vim/src/proto/netbeans.pro"
"_unused",0,1,8881,8881,"set_flag","/home/runner/work/vim/vim/src/os_unix.c"
"watchData",3,4,8740,8740,"xsmp_ice_connection","/home/runner/work/vim/vim/src/os_unix.c"
"smc_conn",0,2,8695,8695,"xsmp_die","/home/runner/work/vim/vim/src/os_unix.c"
"smc_conn",0,2,8709,8709,"xsmp_save_complete","/home/runner/work/vim/vim/src/os_unix.c"
"postfix",0,3,3076,3076,"st_error","/home/runner/work/vim/vim/src/regexp_nfa.c"
"syncing",1,2,3291,3291,"syn_cmd_conceal","/home/runner/work/vim/vim/src/syntax.c"
"syncing",1,2,3322,3322,"syn_cmd_case","/home/runner/work/vim/vim/src/syntax.c"
"syncing",1,2,3351,3351,"syn_cmd_foldlevel","/home/runner/work/vim/vim/src/syntax.c"
"syncing",1,2,3393,3393,"syn_cmd_spell","/home/runner/work/vim/vim/src/syntax.c"
"syncing",1,2,3432,3432,"syn_cmd_iskeyword","/home/runner/work/vim/vim/src/syntax.c"
"syncing",1,2,3740,3740,"syn_cmd_on","/home/runner/work/vim/vim/src/syntax.c"
"syncing",1,2,3749,3749,"syn_cmd_enable","/home/runner/work/vim/vim/src/syntax.c"
"syncing",1,2,3761,3761,"syn_cmd_reset","/home/runner/work/vim/vim/src/syntax.c"
"syncing",1,2,3776,3776,"syn_cmd_manual","/home/runner/work/vim/vim/src/syntax.c"
"syncing",1,2,3785,3785,"syn_cmd_off","/home/runner/work/vim/vim/src/syntax.c"
"syncing",1,2,4705,4705,"syn_cmd_include","/home/runner/work/vim/vim/src/syntax.c"
"syncing",1,2,4780,4780,"syn_cmd_keyword","/home/runner/work/vim/vim/src/syntax.c"
"syncing",1,2,5540,5540,"syn_cmd_cluster","/home/runner/work/vim/vim/src/syntax.c"
"syncing",1,2,5732,5732,"syn_cmd_sync","/home/runner/work/vim/vim/src/syntax.c"
"orig_opt",4,5,7770,7770,"term_and_job_init","/home/runner/work/vim/vim/src/terminal.c"
"ppconst_used",4,5,3634,3634,"compile_and_or","/home/runner/work/vim/vim/src/vim9expr.c"
"seat_proxy",1,3,256,256,"wl_seat_listener_event_name","/home/runner/work/vim/vim/src/wayland.c"
"seat_proxy",1,3,270,270,"wl_seat_listener_event_capabilities","/home/runner/work/vim/vim/src/wayland.c"
"xe",0,4,982,982,"xdl_call_hunk_func","/home/runner/work/vim/vim/src/xdiff/xdiffi.c"
