called,args,parent,file
cin_skipcomment,1,cin_nocode,/home/runner/work/vim/vim/src/cindent.c
channel_save,6,channel_parse_json,/home/runner/work/vim/vim/src/channel.c
parse_cino,1,open_buffer,/home/runner/work/vim/vim/src/buffer.c
cin_skip2pos,1,find_match_char,/home/runner/work/vim/vim/src/cindent.c
skip_string,1,find_last_paren,/home/runner/work/vim/vim/src/cindent.c
skip_string,1,cin_skip2pos,/home/runner/work/vim/vim/src/cindent.c
skip_string,1,cin_skip_comment_and_string,/home/runner/work/vim/vim/src/cindent.c
skip_string,1,cin_isterminated,/home/runner/work/vim/vim/src/cindent.c
skip_string,1,is_pos_in_string,/home/runner/work/vim/vim/src/cindent.c
vim_isIDc,1,cin_isbreak,/home/runner/work/vim/vim/src/cindent.c
vim_isIDc,1,cin_is_if_for_while_before_offset,/home/runner/work/vim/vim/src/cindent.c
vim_isIDc,1,cin_isdo,/home/runner/work/vim/vim/src/cindent.c
vim_isIDc,1,cin_isif,/home/runner/work/vim/vim/src/cindent.c
vim_isIDc,1,cin_first_id_amount,/home/runner/work/vim/vim/src/cindent.c
vim_isIDc,1,cin_is_compound_init,/home/runner/work/vim/vim/src/cindent.c
vim_isIDc,1,cin_starts_with,/home/runner/work/vim/vim/src/cindent.c
vim_isIDc,1,cin_iselse,/home/runner/work/vim/vim/src/cindent.c
vim_isIDc,1,cin_islabel_skip,/home/runner/work/vim/vim/src/cindent.c
vim_isIDc,1,cin_has_js_key,/home/runner/work/vim/vim/src/cindent.c
cin_starts_with,2,cin_iswhileofdo_end,/home/runner/work/vim/vim/src/cindent.c
cin_starts_with,2,cin_iswhileofdo,/home/runner/work/vim/vim/src/cindent.c
cin_starts_with,2,cin_isinit,/home/runner/work/vim/vim/src/cindent.c
